"There is nothing impossible to him who will try."," 					 						Alexander the Great 					 				"
"I've found that luck is quite predictable. If you want more luck, take more chances. Be more active. Show up more often."," 					 						Brian Tracy 					 				"
"Every Pixar movie has its own rules that viewers have to accept, understand, and enjoy understanding. The voices of the toys in the 'Toy Story' films, for example, are never audible to humans."," 					 						Edwin Catmull 					 				"
"When a father of a daughter dies, you elevate them. And you sort of deify them."," 					 						Mariella Frostrup 					 				"
"I didn't have any writer friends in college. I was a computer science major, but I was writing a lot, probably more than anybody I knew. I started to submit novels to New York when I was a freshman in college."," 					 						Watt Key 					 				"
